YEAR,WEEK,CUSTOMER_ID,STORE_ID,CATEGORY,CAT_DESC,TRANSACTIONS,QUANTITY,UNIQUE_ITEM,SALES
2011,40,88860,20001321,66,Produce,1,12,7,34.83
2011,40,88860,20001321,70,Dairy,1,3,2,20.43
2011,40,90097,20004029,20,Bakery,1,1,1,0.99
2011,40,90097,20004029,35,Breakfast Supplies,1,1,1,5.49
2011,40,90097,20004029,38,Snacks,1,3,1,17.97
2011,40,90097,20004029,64,Food Packaging,1,2,1,1.96
2011,40,90097,20004029,66,Produce,1,7,4,13.37
2011,40,90097,20004029,70,Dairy,1,2,2,9.46
2011,40,90501,20001321,6,Meals Solutions,1,1,1,4.99
2011,40,90501,20001321,38,Snacks,1,10,4,34.9
2011,40,90501,20001321,43,General Merchandise,1,11,2,25.72
2011,40,90501,20001321,66,Produce,1,9,6,26.39
2011,40,90501,20001321,70,Dairy,1,1,1,2.49
2011,40,91475,20001321,1,Beverages,1,1,1,2.97
2011,40,91475,20001321,20,Bakery,1,4,2,4.96
2011,40,91475,20001321,66,Produce,1,11,5,19.35
2011,40,91475,20001321,70,Dairy,1,3,2,15.47
2011,40,93385,20001323,66,Produce,1,3,2,8.47
2011,40,93385,20001323,70,Dairy,1,3,1,13.47
2011,40,93883,20001323,1,Beverages,1,4,2,10.94
2011,40,93883,20001323,6,Meals Solutions,1,2,2,12.47
2011,40,93883,20001323,7,Baking Supplies,1,1,1,0.49
2011,40,93883,20001323,20,Bakery,2,11,6,30.39
2011,40,93883,20001323,35,Breakfast Supplies,1,1,1,1.49
2011,40,93883,20001323,38,Snacks,1,1,1,0.49
2011,40,93883,20001323,43,General Merchandise,1,2,1,12.98
2011,40,93883,20001323,58,Meats,1,2,1,8.98
2011,40,93883,20001323,64,Food Packaging,1,1,1,0.98
2011,40,93883,20001323,66,Produce,2,11,6,29.89
2011,40,93883,20001323,70,Dairy,2,3,2,16.47
2011,40,94705,20001323,66,Produce,1,3,1,5.91
2011,40,94705,20001323,70,Dairy,1,8,2,43.42
2011,40,96858,20004029,1,Beverages,1,1,1,3.99
2011,40,96858,20004029,6,Meals Solutions,1,2,1,11.96
2011,40,96858,20004029,35,Breakfast Supplies,1,2,1,13.94
2011,40,96858,20004029,38,Snacks,1,3,2,10.95
2011,40,96858,20004029,58,Meats,1,4,2,49.92
2011,40,96858,20004029,66,Produce,2,16,8,33.28
2011,40,96858,20004029,70,Dairy,2,9,5,34.89
2011,40,97134,20004029,1,Beverages,1,6,1,8.94
2011,40,97134,20004029,20,Bakery,1,2,1,5.94
2011,40,97134,20004029,38,Snacks,1,1,1,1.98
2011,40,97134,20004029,58,Meats,1,4,1,31.88
2011,40,97134,20004029,66,Produce,1,2,1,11.96
2011,40,98055,20001321,6,Meals Solutions,1,2,1,6.98
2011,40,98055,20001321,20,Bakery,1,1,1,3.49
2011,40,98055,20001321,64,Food Packaging,1,8,1,3.92
2011,40,98055,20001321,70,Dairy,1,7,2,32.43
2011,40,99088,20001321,7,Baking Supplies,1,1,1,1.49
2011,40,99088,20001321,20,Bakery,1,1,1,0.97
2011,40,99088,20001321,38,Snacks,1,2,2,4.98
2011,40,99088,20001321,58,Meats,1,3,1,19.47
2011,40,99088,20001321,66,Produce,1,8,4,20.86
2011,40,99088,20001321,70,Dairy,1,3,1,13.47
2011,40,99216,20001319,1,Beverages,1,9,4,22.37
2011,40,99216,20001319,6,Meals Solutions,1,1,1,3.99
2011,40,99216,20001319,7,Baking Supplies,1,4,2,14.94
2011,40,99216,20001319,20,Bakery,1,7,2,27.39
2011,40,99216,20001319,38,Snacks,1,6,2,6.94
2011,40,99216,20001319,66,Produce,1,5,3,13.45
2011,40,99216,20001319,70,Dairy,1,2,1,9.96
2011,40,102157,20004029,1,Beverages,1,2,1,11.94
2011,40,102157,20004029,6,Meals Solutions,1,1,1,4.49
2011,40,102157,20004029,7,Baking Supplies,1,2,1,9.96
2011,40,102157,20004029,20,Bakery,2,6,3,22.91
2011,40,102157,20004029,38,Snacks,1,4,2,12.46
2011,40,102157,20004029,66,Produce,2,7,5,21.39
2011,40,105906,20004029,35,Breakfast Supplies,1,1,1,5.49
2011,40,105906,20004029,38,Snacks,1,1,1,3.97
2011,40,105906,20004029,64,Food Packaging,1,2,1,0.98
2011,40,105906,20004029,66,Produce,1,18,8,41.77
2011,40,105906,20004029,70,Dairy,1,3,3,12.45
2011,40,107521,20001323,1,Beverages,1,1,1,0.49
2011,40,107521,20001323,38,Snacks,1,1,1,5.49
2011,40,107843,20001323,38,Snacks,1,2,2,3.98
2011,40,107843,20001323,64,Food Packaging,1,6,1,5.88
2011,40,107843,20001323,66,Produce,1,2,2,4.98
2011,40,107843,20001323,70,Dairy,1,4,1,17.96
2011,40,109103,20004029,1,Beverages,1,2,1,9.94
2011,40,109103,20004029,20,Bakery,1,1,1,2.98
2011,40,109103,20004029,38,Snacks,1,1,1,4.49
2011,40,109103,20004029,43,General Merchandise,1,1,1,9.97
2011,40,109103,20004029,66,Produce,1,16,8,36.23
2011,40,109103,20004029,70,Dairy,1,5,2,33.91
2011,40,111991,20001319,1,Beverages,1,8,2,23.37
2011,40,111991,20001319,6,Meals Solutions,1,2,1,7.98
2011,40,111991,20001319,20,Bakery,1,2,2,5.47
2011,40,111991,20001319,38,Snacks,1,3,2,17.91
2011,40,111991,20001319,66,Produce,1,5,2,24.45
2011,40,111991,20001319,70,Dairy,1,6,4,18.44
2011,40,113319,20001321,1,Beverages,2,9,3,24.29
2011,40,113319,20001321,6,Meals Solutions,2,5,2,40.41
2011,40,113319,20001321,20,Bakery,1,1,1,0.98
2011,40,113319,20001321,35,Breakfast Supplies,1,6,1,29.94
2011,40,113319,20001321,58,Meats,2,9,2,43.41
2011,40,113319,20001321,64,Food Packaging,1,6,1,5.88
2011,40,113319,20001321,66,Produce,2,20,10,45.66
2011,40,113319,20001321,70,Dairy,2,10,4,48.86
2011,40,115382,20001323,1,Beverages,1,3,1,14.97
2011,40,115382,20001323,20,Bakery,1,1,1,1.97
2011,40,115382,20001323,38,Snacks,1,4,2,16.89
2011,40,115382,20001323,58,Meats,1,1,1,3.49
2011,40,115382,20001323,64,Food Packaging,1,3,1,2.94
2011,40,115382,20001323,66,Produce,1,9,5,36.34
2011,40,115382,20001323,70,Dairy,1,11,5,35.31
2011,40,116099,20004053,35,Breakfast Supplies,1,3,1,13.47
2011,40,116099,20004053,66,Produce,1,8,4,19.86
2011,40,116099,20004053,70,Dairy,1,4,2,25.96
2011,40,116216,20001321,1,Beverages,1,8,2,39.92
2011,40,116216,20001321,6,Meals Solutions,2,2,2,8.98
2011,40,116216,20001321,38,Snacks,1,1,1,4.49
2011,40,116216,20001321,64,Food Packaging,1,1,1,0.49
2011,40,116216,20001321,66,Produce,2,24,14,51.08
2011,40,116216,20001321,70,Dairy,2,8,7,23.9
2011,40,116864,20001321,6,Meals Solutions,1,3,1,22.47
2011,40,116864,20001321,43,General Merchandise,1,4,1,15.96
2011,40,116864,20001321,66,Produce,1,4,3,17.42
2011,40,119410,20004053,1,Beverages,1,5,2,25.45
2011,40,119410,20004053,20,Bakery,2,11,4,28.27
2011,40,119410,20004053,38,Snacks,1,1,1,0.49
2011,40,119410,20004053,43,General Merchandise,1,1,1,3.49
2011,40,119410,20004053,58,Meats,1,1,1,7.49
2011,40,119410,20004053,64,Food Packaging,1,2,1,0.98
2011,40,119410,20004053,66,Produce,2,8,5,16.42
2011,40,119410,20004053,70,Dairy,2,6,3,16.94
2011,40,119583,20001323,6,Meals Solutions,1,4,1,47.92
2011,40,119583,20001323,66,Produce,1,1,1,1.49
2011,40,121595,20001321,1,Beverages,1,3,2,6.96
2011,40,121595,20001321,35,Breakfast Supplies,1,1,1,3.98
2011,40,121595,20001321,38,Snacks,1,3,2,8.47
2011,40,121595,20001321,43,General Merchandise,1,2,1,7.94
2011,40,121595,20001321,66,Produce,1,6,5,16.91
2011,40,121595,20001321,70,Dairy,1,4,3,19.46
2011,40,122030,20001323,1,Beverages,1,8,2,17.84
2011,40,122030,20001323,6,Meals Solutions,1,1,1,6.99
2011,40,122030,20001323,7,Baking Supplies,1,2,1,5.96
2011,40,122030,20001323,38,Snacks,1,4,3,15.95
2011,40,122030,20001323,58,Meats,1,2,1,12.98
2011,40,122030,20001323,66,Produce,1,13,5,34.77
2011,40,122030,20001323,70,Dairy,1,2,1,4.98
2011,40,122476,20001319,20,Bakery,1,3,2,7.95
2011,40,122476,20001319,58,Meats,1,1,1,4.49
2011,40,122476,20001319,66,Produce,1,11,7,26.87
2011,40,122476,20001319,70,Dairy,1,7,4,38.36
2011,40,128138,20004053,1,Beverages,1,1,1,1.49
2011,40,128138,20004053,7,Baking Supplies,1,4,1,7.92
2011,40,128138,20004053,38,Snacks,1,4,1,15.88
2011,40,128138,20004053,70,Dairy,1,1,1,4.98
2011,40,129849,20001321,6,Meals Solutions,1,3,2,10.47
2011,40,129849,20001321,7,Baking Supplies,1,1,1,4.49
2011,40,129849,20001321,58,Meats,1,7,1,66.43
2011,40,129849,20001321,64,Food Packaging,1,4,1,1.96
2011,40,129849,20001321,66,Produce,1,8,4,16.39
2011,40,129849,20001321,70,Dairy,1,8,3,29.38
2011,40,130439,20001323,1,Beverages,1,1,1,2.49
2011,40,130439,20001323,6,Meals Solutions,1,6,3,15.94
2011,40,130439,20001323,7,Baking Supplies,1,2,1,2.98
2011,40,130439,20001323,38,Snacks,1,2,2,3.98
2011,40,130439,20001323,43,General Merchandise,1,2,1,8.98
2011,40,130439,20001323,66,Produce,1,10,3,21.4
2011,40,130439,20001323,70,Dairy,1,17,6,68.79
2011,40,131152,20001319,66,Produce,1,3,1,11.97
2011,40,140382,20004053,38,Snacks,1,1,1,4.49
2011,40,140382,20004053,66,Produce,1,1,1,3.49
2011,40,143320,20004029,20,Bakery,1,2,2,5.98
2011,40,143320,20004029,66,Produce,1,2,1,0.98
2011,40,143462,20001321,6,Meals Solutions,1,4,2,25.94
2011,40,143462,20001321,20,Bakery,1,8,4,22.88
2011,40,143462,20001321,35,Breakfast Supplies,1,2,1,4.98
2011,40,143462,20001321,38,Snacks,2,2,2,5.46
2011,40,143462,20001321,43,General Merchandise,1,3,1,19.47
2011,40,143462,20001321,58,Meats,1,7,2,61.91
2011,40,143462,20001321,66,Produce,2,18,7,43.23
2011,40,143462,20001321,70,Dairy,1,2,1,2.98
2011,40,143865,20001319,1,Beverages,1,5,1,12.45
2011,40,143865,20001319,20,Bakery,1,3,2,6.97
2011,40,143865,20001319,38,Snacks,1,2,1,8.98
2011,40,143865,20001319,58,Meats,1,2,1,17.96
2011,40,143865,20001319,64,Food Packaging,1,4,1,1.96
2011,40,143865,20001319,70,Dairy,1,12,3,57.36
2011,40,144405,20001321,1,Beverages,2,5,2,24.45
2011,40,144405,20001321,6,Meals Solutions,1,1,1,6.49
2011,40,144405,20001321,7,Baking Supplies,1,1,1,2.99
2011,40,144405,20001321,20,Bakery,1,3,2,9.47
2011,40,144405,20001321,38,Snacks,2,2,2,4.46
2011,40,144405,20001321,66,Produce,1,12,5,40.32
2011,40,144405,20001321,70,Dairy,3,7,5,34.42
2011,40,151607,20001321,20,Bakery,1,1,1,3.97
2011,40,151607,20001321,66,Produce,1,4,3,14.44
2011,40,151607,20001321,70,Dairy,1,1,1,3.98
2011,40,152492,20004053,20,Bakery,1,2,1,0.98
2011,40,152492,20004053,70,Dairy,1,3,1,16.47
2011,40,153389,20001321,1,Beverages,1,1,1,0.98
2011,40,153389,20001321,6,Meals Solutions,1,3,2,6.97
2011,40,153389,20001321,7,Baking Supplies,1,2,1,6.98
2011,40,153389,20001321,20,Bakery,1,8,2,31.8
2011,40,153389,20001321,58,Meats,1,1,1,2.49
2011,40,153389,20001321,66,Produce,1,8,5,22.32
2011,40,153389,20001321,70,Dairy,1,3,2,14.43
2011,40,154369,20001319,1,Beverages,1,4,1,3.96
2011,40,154369,20001319,6,Meals Solutions,1,2,1,6.98
2011,40,154369,20001319,38,Snacks,1,3,1,10.47
2011,40,154369,20001319,64,Food Packaging,1,1,1,0.49
2011,40,154369,20001319,70,Dairy,1,3,1,16.47
2011,40,158342,20001323,6,Meals Solutions,1,1,1,5.49
2011,40,158342,20001323,20,Bakery,1,5,2,6.95
2011,40,158342,20001323,66,Produce,1,9,6,20.41
2011,40,159553,20001321,1,Beverages,1,5,1,12.45
2011,40,159553,20001321,20,Bakery,1,3,1,5.97
2011,40,159553,20001321,66,Produce,1,6,3,27.9
2011,40,160883,20001319,1,Beverages,1,5,2,31.85
2011,40,160883,20001319,20,Bakery,1,5,2,10.94
2011,40,160883,20001319,66,Produce,1,1,1,3.98
2011,40,160883,20001319,70,Dairy,1,2,1,8.98
2011,40,162239,20001323,70,Dairy,1,2,1,11.98
2011,40,163537,20001323,20,Bakery,1,3,1,8.97
2011,40,163537,20001323,35,Breakfast Supplies,1,3,2,14.43
2011,40,163537,20001323,38,Snacks,1,1,1,0.49
2011,40,163537,20001323,43,General Merchandise,1,3,1,11.91
2011,40,163537,20001323,64,Food Packaging,1,4,1,13.96
2011,40,163537,20001323,66,Produce,1,13,5,24.33
2011,40,163537,20001323,70,Dairy,1,3,2,13.96
2011,40,164119,20004053,66,Produce,1,1,1,1.99
2011,40,164119,20004053,70,Dairy,1,2,1,8.98
2011,40,164459,20001321,20,Bakery,1,3,1,10.47
2011,40,164459,20001321,38,Snacks,1,1,1,0.49
2011,40,164459,20001321,66,Produce,2,6,5,16.9
2011,40,164459,20001321,70,Dairy,1,1,1,4.49
2011,40,164459,20001321,96,Seafood,1,1,1,7.97
2011,40,164764,20001323,6,Meals Solutions,1,1,1,3.97
2011,40,164764,20001323,66,Produce,1,6,3,17.88
2011,40,164764,20001323,70,Dairy,1,1,1,3.97
2011,40,164831,20001319,7,Baking Supplies,1,1,1,4.49
2011,40,164831,20001319,66,Produce,1,3,2,11.95
2011,40,164831,20001319,70,Dairy,1,3,1,20.94
2011,40,165534,20001319,66,Produce,1,4,1,11.96
2011,40,166092,20004053,66,Produce,1,5,3,10.43
2011,40,166092,20004053,70,Dairy,1,1,1,5.49
2011,40,166267,20001321,7,Baking Supplies,1,1,1,3.49
2011,40,166267,20001321,20,Bakery,1,1,1,0.99
2011,40,166267,20001321,66,Produce,1,1,1,0.98
2011,40,169082,20001321,1,Beverages,1,4,1,13.96
2011,40,169082,20001321,6,Meals Solutions,1,1,1,2.49
2011,40,169082,20001321,20,Bakery,2,4,2,4.46
2011,40,169082,20001321,35,Breakfast Supplies,1,5,1,14.85
2011,40,169082,20001321,38,Snacks,3,8,4,28.4
2011,40,169082,20001321,64,Food Packaging,1,1,1,0.98
2011,40,169082,20001321,66,Produce,3,24,11,53.6
2011,40,169082,20001321,70,Dairy,3,12,8,52.79
2011,40,169366,20001319,1,Beverages,1,5,1,17.45
2011,40,169366,20001319,38,Snacks,1,1,1,0.49
2011,40,169366,20001319,66,Produce,1,4,2,8.96
2011,40,173710,20001321,1,Beverages,1,1,1,2.97
2011,40,173710,20001321,20,Bakery,1,3,2,12.96
2011,40,173710,20001321,38,Snacks,1,5,3,21.88
2011,40,173710,20001321,43,General Merchandise,1,3,1,5.97
2011,40,173710,20001321,58,Meats,1,1,1,4.97
2011,40,173710,20001321,64,Food Packaging,1,2,1,0.98
2011,40,173710,20001321,66,Produce,1,7,4,22.84
2011,40,173710,20001321,70,Dairy,1,1,1,7.97
2011,40,174653,20004053,20,Bakery,1,4,1,7.88
2011,40,174653,20004053,58,Meats,1,5,2,23.41
2011,40,174653,20004053,66,Produce,2,10,5,23.36
2011,40,174653,20004053,70,Dairy,1,10,2,35.8
2011,40,174974,20001321,1,Beverages,1,3,1,17.97
2011,40,174974,20001321,20,Bakery,3,9,4,21.41
2011,40,174974,20001321,35,Breakfast Supplies,1,3,2,16.95
2011,40,174974,20001321,38,Snacks,3,13,6,59.35
2011,40,174974,20001321,43,General Merchandise,1,2,1,6.98
2011,40,174974,20001321,58,Meats,1,2,1,11.94
2011,40,174974,20001321,64,Food Packaging,1,1,1,0.49
2011,40,174974,20001321,66,Produce,3,24,10,62.2
2011,40,174974,20001321,70,Dairy,3,12,6,47.79
2011,40,174974,20001321,96,Seafood,1,1,1,13.49
2011,40,175715,20001319,6,Meals Solutions,1,4,2,23.46
2011,40,175715,20001319,7,Baking Supplies,1,5,1,14.85
2011,40,175715,20001319,20,Bakery,1,2,1,6.98
2011,40,175715,20001319,64,Food Packaging,1,2,1,1.96
2011,40,175715,20001319,66,Produce,1,12,6,29.82
2011,40,175715,20001319,70,Dairy,1,5,3,18.44
2011,40,176154,20001321,20,Bakery,1,4,2,10.94
2011,40,176154,20001321,38,Snacks,1,2,1,8.98
2011,40,176154,20001321,66,Produce,1,8,4,10.38
2011,40,176154,20001321,70,Dairy,1,4,3,16.94
2011,40,181591,20001321,58,Meats,1,2,1,6.98
2011,40,181591,20001321,66,Produce,1,4,2,6.43
2011,40,183639,20001321,6,Meals Solutions,1,1,1,3.97
2011,40,183639,20001321,20,Bakery,1,1,1,3.49
2011,40,183639,20001321,38,Snacks,2,2,2,7.98
2011,40,183639,20001321,43,General Merchandise,1,2,1,10.98
2011,40,183639,20001321,58,Meats,1,3,1,14.91
2011,40,183639,20001321,64,Food Packaging,1,1,1,0.49
2011,40,183639,20001321,66,Produce,2,8,3,16.36
2011,40,183639,20001321,70,Dairy,1,3,2,13.47
2011,40,184552,20004053,1,Beverages,1,1,1,2.98
