CUSTOMER_ID,CITY,PROVINCE,COUNTRY,POSTCODE,LATITUDE,LONGITUDE,GENDER,DOB
28784,Etobicoke,ON,Canada,M9A3M5,43.666873,-79.533163,,1941-07-28
28878,North York,ON,Canada,M5M1J8,43.724209,-79.418129,,1933-04-25
29113,MARKHAM,ON,Canada,L3R3G3,43.821545,-79.321132,,1951-10-25
29442,Scarborough,ON,Canada,M1W2X1,43.806023,-79.329591,,1986-10-11
30086,Etobicoke,ON,Canada,M9R1V7,43.695791,-79.563574,,1971-11-11
30365,Brampton,ON,Canada,L6Y5S8,43.668153,-79.750975,,1987-06-02
31112,Etobicoke,ON,Canada,M8W2L2,43.609581,-79.531661,,1984-02-21
31285,Mississauga,ON,Canada,L5E2A9,43.583375,-79.572911,,1962-03-24
32627,Scarborough,ON,Canada,M1J2Z9,43.750584,-79.228173,,1961-11-23
33030,North York,ON,Canada,M6L1Y5,43.717984,-79.485467,,1963-03-16
33593,Scarborough,ON,Canada,M1X1Y9,43.821623,-79.222809,,1952-06-17
33665,Toronto,ON,Canada,M6K6A4,43.641067,-79.431002,,1939-02-27
34234,Mississauga,ON,Canada,L5H2P4,43.545384,-79.596166,,1970-06-29
34310,Toronto,ON,Canada,M6N3S8,43.678541,-79.475162,,1935-10-22
34429,Etobicoke,ON,Canada,M8Y3B6,43.627616,-79.498686,,1965-12-04
35870,Toronto,ON,Canada,M5A1X4,43.657492,-79.362035,,1968-08-09
35919,North York,ON,Canada,M2L1H2,43.744517,-79.386447,,1959-08-05
36270,Scarborough,ON,Canada,M1M3G9,43.721777,-79.24523,,1954-11-14
36523,North York,ON,Canada,M6A2N4,43.71851336,-79.44463961,,1982-08-15
37325,Mississauga,ON,Canada,L5A3X9,43.592081,-79.627759,,1977-07-20
38562,Mississauga,ON,Canada,L5J3X2,43.507844,-79.656482,,1986-08-08
38589,TORONTO,ON,Canada,M4C5J2,43.686851,-79.306933,,1974-02-03
38813,Brampton,ON,Canada,L6Y5N3,43.639946,-79.758241,,1964-02-13
39388,Mississauga,ON,Canada,L4X1J2,43.605503,-79.569719,,1951-10-04
40980,Scarborough,ON,Canada,M1L3H7,43.712504,-79.292041,,1973-09-11
41331,Scarborough,ON,Canada,M1W2B1,43.7929,-79.30975,,1982-03-22
41433,Toronto,ON,Canada,M5P2A1,43.700778,-79.419673,,1959-04-23
41544,Toronto,ON,Canada,M6K2H8,43.643013,-79.431166,,1963-05-05
42154,Scarborough,ON,Canada,M1C3T4,43.793067,-79.181479,,1979-02-16
42729,Toronto,ON,Canada,M4K1A5,43.667919,-79.345368,,1982-08-14
43987,North York,ON,Canada,M3L0C5,43.727216,-79.521826,,1950-11-18
44019,Scarborough,ON,Canada,M1C3V3,43.794148,-79.181209,,1967-07-16
44281,Toronto,ON,Canada,M6J3C3,43.641693,-79.421688,,1963-08-07
44353,EAST YORK,ON,Canada,M4K3M8,43.693464,-79.352273,,1978-05-24
44521,Milton,ON,Canada,L9T1X2,43.52160569,-79.88563824,,1957-02-22
45744,Scarborough,ON,Canada,M1J1A8,43.737743,-79.24874,,1983-03-08
46708,Toronto,ON,Canada,M6H4A2,43.65481,-79.442634,,1968-12-04
47249,Mississauga,ON,Canada,L5E2R9,43.594311,-79.561588,,1990-06-22
48776,Mississauga,ON,Canada,L4Y2N3,43.608611,-79.602152,,1994-06-20
48932,Etobicoke,ON,Canada,M8W4H1,43.610365,-79.540089,,1970-08-01
49189,EAST YORK,ON,Canada,M4K2C9,43.68841,-79.348573,,1993-04-27
49405,Pickering,ON,Canada,L1W3Z8,43.804924,-79.123925,,1959-06-18
49537,MISSISSAUGA,ON,Canada,L4Z1X7,43.60456302,-79.6328615,,1953-03-23
50117,MARKHAM,ON,Canada,L3P3P4,43.881457,-79.240926,,1983-07-14
50355,Scarborough,ON,Canada,M1B1P1,43.802469,-79.214048,,1966-10-05
50653,Mississauga,ON,Canada,L5H1X7,43.538289,-79.627896,,1967-03-15
50758,Scarborough,ON,Canada,M1B4K9,43.814355,-79.214372,,1976-04-04
51532,Scarborough,ON,Canada,M1X1Y6,43.821466,-79.225323,,1958-07-22
52322,Mississauga,ON,Canada,L5H4B3,43.544384,-79.623903,,1951-03-05
52604,North York,ON,Canada,M3B1H6,43.741988,-79.359932,,1973-10-04
54032,North York,ON,Canada,M3M2L9,43.732964,-79.485686,,1958-12-26
54037,Scarborough,ON,Canada,M1E5K9,43.794249,-79.201078,,1990-11-15
54167,Scarborough,ON,Canada,M1S4E8,43.80041,-79.293313,,1946-08-16
54190,Etobicoke,ON,Canada,M9P2Y6,43.699492,-79.530197,,1973-09-24
54736,Scarborough,ON,Canada,M1T1J1,43.770071,-79.31055,,1978-04-15
54982,Scarborough,ON,Canada,M1N2Y1,43.686039,-79.273607,,1979-10-11
55016,North York,ON,Canada,M2J2H2,43.781618,-79.356662,,1990-06-14
55684,EAST YORK,ON,Canada,M4J4E9,43.692668,-79.336935,,1927-03-18
55788,Toronto,ON,Canada,M6R1G1,43.643351,-79.440337,,1955-05-11
56134,Etobicoke,ON,Canada,M9A2R4,43.67440471,-79.54518576,,1977-08-24
56145,YORK,ON,Canada,M6N4A6,43.669289,-79.492681,,1974-12-16
58374,MARKHAM,ON,Canada,L6C1T9,43.878771,-79.358112,,1981-05-17
58460,Etobicoke,ON,Canada,M8V1W2,43.590693,-79.524093,,1984-02-28
58675,Scarborough,ON,Canada,M1V2B4,43.824666,-79.268403,,1964-04-07
58734,Scarborough,ON,Canada,M1B2S6,43.803646,-79.203944,,1972-12-01
59205,Toronto,ON,Canada,M6H1G4,43.654869,-79.432348,,1988-08-29
59450,Mississauga,ON,Canada,L5C3A5,43.563091,-79.638296,,1968-06-22
61372,Toronto,ON,Canada,M4L1K7,43.666736,-79.331653,,1975-11-19
61485,Toronto,ON,Canada,M6J2S6,43.654209,-79.415315,,1982-03-29
61933,Etobicoke,ON,Canada,M9C2E8,43.643379,-79.568743,,1990-11-05
62125,Etobicoke,ON,Canada,M8Z3A3,43.63834,-79.526406,,1960-03-12
62741,EAST YORK,ON,Canada,M4G3L9,43.697619,-79.368254,,1955-08-04
62797,North York,ON,Canada,M5M1Z9,43.729236,-79.421875,,1992-09-07
63331,Toronto,ON,Canada,M6H3Z5,43.665775,-79.446067,,1993-07-22
63361,YORK,ON,Canada,M6M3V8,43.686707,-79.468451,,1961-08-29
63444,Mississauga,ON,Canada,L5N5V1,43.580541,-79.742086,,1987-05-14
63452,Scarborough,ON,Canada,M1S2L1,43.80021,-79.280359,,1985-07-06
63804,Etobicoke,ON,Canada,M8V2L7,43.617482,-79.490612,,1981-09-21
64855,Mississauga,ON,Canada,L5H4J1,43.536934,-79.633314,,1957-03-06
65060,MARKHAM,ON,Canada,L3S3M1,43.846066,-79.278269,,1928-01-05
65264,Mississauga,ON,Canada,L5N7P7,43.62556,-79.738294,,1963-12-04
66288,Brampton,ON,Canada,L6X2J3,43.681784,-79.779457,,1968-12-22
66290,York,ON,Canada,M6M3M3,43.695108,-79.47061,,1974-10-26
67379,Mississauga,ON,Canada,L5N7A1,43.574285,-79.782538,,1944-04-22
67411,Mississauga,ON,Canada,L5K2P7,43.533379,-79.65813,,1970-11-16
67593,Markham,ON,Canada,L3P4K8,43.879519,-79.276502,,1959-06-12
68157,North York,ON,Canada,M3B3C4,43.750117,-79.369509,,1971-10-11
68160,North York,ON,Canada,M6L2T6,43.719138,-79.49081,,1959-08-04
68725,Mississauga,ON,Canada,L4Y1C8,43.592089,-79.577458,,1975-03-24
69083,Mississauga,ON,Canada,L5N4L4,43.588523,-79.749235,,1989-04-22
71207,North York,ON,Canada,M4R1K5,43.713161,-79.408961,,1964-04-11
71231,MARKHAM,ON,Canada,L3R6T9,43.833427,-79.30015,,1968-10-03
71356,Brampton,ON,Canada,L6Y1B9,43.67029,-79.750182,,1957-01-27
71569,Toronto,ON,Canada,M5B2H2,43.654205,-79.379961,,1959-06-10
71677,Toronto,ON,Canada,M6J1E7,43.646441,-79.408404,,1968-05-20
71929,Mississauga,ON,Canada,L5M7E7,43.555513,-79.742842,,1968-07-26
72753,Brampton,ON,Canada,L7A2Z6,43.690155,-79.828271,,1986-07-30
73523,Toronto,ON,Canada,M6J2J1,43.649279,-79.407477,,1941-04-03
73625,Markham,ON,Canada,L3P2J1,43.886687,-79.237761,,1973-08-03
73864,Brampton,ON,Canada,L6R3E3,43.653178,-79.789709,,1986-10-21
74334,Oakville,ON,Canada,L6J7K9,43.494758,-79.661249,,1968-11-25
74809,Toronto,ON,Canada,M4K1J2,43.673759,-79.349435,,1948-02-10
75122,Toronto,ON,Canada,M6J2G5,43.738216,-79.216816,,1968-04-09
75401,Scarborough,ON,Canada,M1V1A5,43.815168,-79.274343,,1966-05-05
76059,Etobicoke,ON,Canada,M9R3N2,43.689866,-79.56069,,1976-10-12
76655,MARKHAM,ON,Canada,L3R3G8,43.826735,-79.324411,,1951-05-20
77061,Etobicoke,ON,Canada,M8Z4B2,43.644835,-79.518083,,1985-12-11
77310,Milton,ON,Canada,L9T5P9,43.531712,-79.86405,,1975-02-10
78927,Pickering,ON,Canada,L1V5T6,43.820533,-79.140137,,1971-08-03
79462,UNIONVILLE,ON,Canada,L3P7G5,43.880395,-79.28955,,1973-09-04
79524,Scarborough,ON,Canada,M1V1C2,43.812934,-79.275511,,1965-03-22
79545,MARKHAM,ON,Canada,L6B1K6,43.895788,-79.230488,,1992-04-23
80241,Toronto,ON,Canada,M4R2A5,43.713783,-79.406785,,1980-12-24
80656,Scarborough,ON,Canada,M1V4G2,43.82776,-79.280415,,1993-01-14
81145,EAST YORK,ON,Canada,M4B1H4,43.705034,-79.298521,,1968-08-15
81589,Toronto,ON,Canada,M6G1N8,43.66435199,-79.42529375,,1949-09-25
81618,Scarborough,ON,Canada,M1C1S2,43.782733,-79.159586,,1923-07-11
81686,Mississauga,ON,Canada,L5C3X4,43.56006,-79.638208,,1966-08-19
82540,Brampton,ON,Canada,L6Y2S5,43.661097,-79.752202,,1989-10-21
82643,North York,ON,Canada,M2J2R6,43.786084,-79.374736,,1988-12-14
82794,Milton,ON,Canada,L9T0R5,43.504931,-79.88887,,1964-11-09
83595,Mississauga,ON,Canada,L5B3E7,43.572417,-79.618795,,1992-02-13
83629,Mississauga,ON,Canada,L5G3Z9,43.576195,-79.589174,,1982-02-06
83712,Toronto,ON,Canada,M6H4B8,43.664322,-79.437284,,1981-07-12
84162,North York,ON,Canada,M3M2B7,43.729798,-79.488298,,1971-11-08
84432,TORONTO,ON,Canada,M4P2H3,43.712344,-79.401934,,1992-11-06
84578,North York,ON,Canada,M3L0C4,43.727357,-79.52272,,1972-02-26
85137,North York,ON,Canada,M3A1P4,43.749355,-79.325499,,1944-06-12
85398,North York,ON,Canada,M3A2R9,43.761825,-79.332809,,1991-12-16
85412,YORK,ON,Canada,M6M2H5,43.691723,-79.496892,,1979-01-07
85960,Toronto,ON,Canada,M6P3Y7,43.666456,-79.452802,,1991-07-31
87705,MILTON,ON,Canada,L9T6N7,43.520858,-79.850616,,1947-06-16
88860,North York,ON,Canada,M3B3C4,43.750117,-79.369509,,1976-09-28
89005,Mississauga,ON,Canada,L5J1W2,43.506844,-79.651642,,1993-04-25
89371,Scarborough,ON,Canada,M1L0G1,43.700598,-79.274287,,1976-12-20
89490,MARKHAM,ON,Canada,L3P2P7,43.878104,-79.24951,,1973-07-04
90097,Mississauga,ON,Canada,L5B2A2,43.568531,-79.618652,,1963-05-22
90465,MISSISSAUGA,ON,Canada,L5J1J3,43.586134,-79.549075,,1955-07-17
90501,Scarborough,ON,Canada,M1L1B7,43.692335,-79.283508,,1991-07-28
90906,MARKHAM,ON,Canada,L6E1J8,43.901831,-79.243028,,1989-12-06
91010,MARKHAM,ON,Canada,L6C0B6,43.897699,-79.294052,,1983-12-19
91475,North York,ON,Canada,M2L1R1,43.750219,-79.383301,,1974-02-15
92748,East York,ON,Canada,M4C2R5,43.694539,-79.31909,,1991-12-13
93385,Etobicoke,ON,Canada,M8V1S2,43.610867,-79.488452,,1990-05-11
93883,YORK,ON,Canada,M6S4C1,43.680932,-79.481888,,1961-09-13
94101,UNIONVILLE,ON,Canada,L3P7E3,43.879211,-79.29497,,1979-01-19
94532,Pickering,ON,Canada,L1V2P9,43.860383,-79.155183,,1972-09-29
94705,Toronto,ON,Canada,M5A2N8,43.660348,-79.373281,,1988-11-17
95210,North York,ON,Canada,M4N1N9,43.724597,-79.389079,,1990-11-19
95678,EAST YORK,ON,Canada,M4J3W3,43.684493,-79.336767,,1986-09-01
96838,Toronto,ON,Canada,M6G3X3,43.673079,-79.426366,,1975-01-03
96841,Toronto,ON,Canada,M6H2S4,43.67647,-79.432947,,1983-04-05
96857,YORK,ON,Canada,M6E2M6,43.69814,-79.446504,,1966-05-12
96858,Mississauga,ON,Canada,L5G2Z9,43.55686041,-79.59038233,,1974-01-20
97134,Mississauga,ON,Canada,L5E3G1,43.571911,-79.566963,,1972-09-08
97514,Scarborough,ON,Canada,M1X1W1,43.824635,-79.223289,,1992-01-27
97810,Mississauga,ON,Canada,L5M4Y5,43.585357,-79.7077,,1968-12-16
98055,North York,ON,Canada,M4N1T4,43.728226,-79.387472,,1941-07-10
98329,Etobicoke,ON,Canada,M8Z2B4,43.626236,-79.518793,,1977-07-05
98584,Etobicoke,ON,Canada,M9R1M8,43.690705,-79.555599,,1978-02-21
99088,Toronto,ON,Canada,M4L2X1,43.674904,-79.325213,,1994-03-06
99174,North York,ON,Canada,M3A3E7,43.753849,-79.33675,,1984-07-07
99216,Scarborough,ON,Canada,M1V3C1,43.820168,-79.270888,,1969-07-22
99495,Mississauga,ON,Canada,L5B1C7,43.568212,-79.617115,,1960-09-03
100119,Scarborough,ON,Canada,M1E1A9,43.741699,-79.201974,,1961-02-01
100950,Toronto,ON,Canada,M6R2P7,43.644857,-79.450906,,1953-04-27
101443,Scarborough,ON,Canada,M1T2H9,43.783167,-79.306254,,1986-01-11
101451,Toronto,ON,Canada,M6B1A5,43.704481,-79.430622,,1957-05-16
101626,York,ON,Canada,M6S2H1,43.65862,-79.493053,,1991-11-11
101922,Etobicoke,ON,Canada,M9A3P6,43.654177,-79.526286,,1980-01-21
102157,Mississauga,ON,Canada,L5B3W8,43.576562,-79.63379,,1970-02-28
102639,Scarborough,ON,Canada,M1M1V6,43.721915,-79.245507,,1991-06-15
102964,Mississauga,ON,Canada,L5M6P7,43.555579,-79.754639,,1962-04-22
103612,MARKHAM,ON,Canada,L3S3P9,43.85791,-79.242435,,1939-10-18
104674,Mississauga,ON,Canada,L5M3H9,43.56745,-79.695758,,1967-12-23
105787,ACTON,ON,Canada,L7J2Y8,43.634681,-80.021964,,1960-03-12
105906,Mississauga,ON,Canada,L4Z1M2,43.602246,-79.638265,,1993-01-21
106022,YORK,ON,Canada,M6E3B9,43.699511,-79.445354,,1939-07-08
107219,Mississauga,ON,Canada,L5C2J6,43.556586,-79.654256,,1967-05-04
107521,North York,ON,Canada,M6B2E9,43.707467,-79.456601,,1967-08-05
107576,North York,ON,Canada,M3H2Y6,43.738068,-79.446171,,1988-12-11
107676,Mississauga,ON,Canada,L5M4Y2,43.571082,-79.699505,,1981-01-30
107843,North York,ON,Canada,M6L2X4,43.718506,-79.493366,,1990-02-12
108036,Brampton,ON,Canada,L6X2C3,43.678153,-79.777095,,1969-06-10
108371,GEORGETOWN,ON,Canada,L7G5W9,43.640364,-79.871802,,1993-01-30
108969,MARKHAM,ON,Canada,L3S3H4,43.845704,-79.290202,,1978-01-31
109035,Scarborough,ON,Canada,M1M1J9,43.73433,-79.209908,,1985-08-22
109103,Mississauga,ON,Canada,L4X1H7,43.602185,-79.56852,,1982-06-21
109857,EAST YORK,ON,Canada,M4G2T4,43.716897,-79.35718,,1992-01-03
109966,Toronto,ON,Canada,M6P3E4,43.652417,-79.474256,,1981-10-08
110404,Toronto,ON,Canada,M6R1N4,43.6478,-79.446447,,1979-02-24
111146,Oakville,ON,Canada,L6J4S4,43.473144,-79.657703,,1960-03-31
111760,Etobicoke,ON,Canada,M8V3J3,43.599321,-79.514115,,1967-07-04
111761,Scarborough,ON,Canada,M1R4N1,43.762692,-79.309524,,1925-10-28
111991,MARKHAM,ON,Canada,L3S1L8,43.836473,-79.287414,,1962-09-30
112847,GEORGETOWN,ON,Canada,L7G3K3,43.657429,-79.925803,,1954-03-11
112992,Brampton,ON,Canada,L6Y3P1,43.652597,-79.72081,,1989-09-22
113319,Toronto,ON,Canada,M4H1R3,43.702669,-79.350605,,1985-09-10
114706,Toronto,ON,Canada,M6H2X4,43.663958,-79.430355,,1940-07-21
115382,Etobicoke,ON,Canada,M8Y1N2,43.630087,-79.501139,,1956-02-07
115730,MARKHAM,ON,Canada,L3S1G5,43.837891,-79.279345,,1975-11-14
116099,Brampton,ON,Canada,L6X4W3,43.68465,-79.807819,,1967-04-25
116216,EAST YORK,ON,Canada,M4G2M5,43.71394,-79.367611,,1976-01-02
116864,Scarborough,ON,Canada,M1K4R1,43.739079,-79.259431,,1982-12-17
117665,Etobicoke,ON,Canada,M9B1H7,43.63414,-79.552165,,1993-02-14
118522,Toronto,ON,Canada,M4P2C3,43.717205,-79.392331,,1986-03-29
119139,EAST YORK,ON,Canada,M4C2N4,43.692911,-79.322587,,1977-12-11
119410,Mississauga,ON,Canada,L5N6A7,43.575542,-79.751308,,1991-10-21
119438,Scarborough,ON,Canada,M1T2A7,43.778611,-79.297765,,1991-03-25
119583,Etobicoke,ON,Canada,M8V2V1,43.607747,-79.494828,,1900-12-31
119719,UNIONVILLE,ON,Canada,L3R5W1,43.856636,-79.287092,,1958-07-03
120259,Toronto,ON,Canada,M4C4B5,43.684438,-79.31247,,1950-04-17
120586,Brampton,ON,Canada,L6Y2N7,43.653652,-79.748549,,1982-07-31
120762,Etobicoke,ON,Canada,M9C3M8,43.650337,-79.575435,,1987-01-04
121515,Mississauga,ON,Canada,L5M6N8,43.552666,-79.753071,,1989-04-12
121595,Toronto,ON,Canada,M4L2Z3,43.6766,-79.323595,,1942-07-08
122030,YORK,ON,Canada,M6M4W6,43.688383,-79.496719,,1965-02-01
122476,Markham,ON,Canada,L3R5E6,43.830101,-79.298278,,1985-07-04
122699,Scarborough,ON,Canada,M1W3N6,43.818107,-79.321739,,1992-07-13
123915,Toronto,ON,Canada,M6P3N4,43.661445,-79.448656,,1975-02-20
124553,MARKHAM,ON,Canada,L6C2J4,43.888107,-79.294747,,1981-02-24
124759,Mississauga,ON,Canada,L4Z4E9,43.618389,-79.668328,,1960-02-02
125725,North York,ON,Canada,M6B2T8,43.716443,-79.435329,,1986-05-21
126216,EAST YORK,ON,Canada,M4B2M5,43.700919,-79.306124,,1992-07-16
126820,North York,ON,Canada,M2J1Y9,43.77679,-79.35282,,1955-11-06
127282,Toronto,ON,Canada,M4L3B7,43.677246,-79.321214,,1974-10-11
127620,North York,ON,Canada,M3A1W7,43.759091,-79.317965,,1991-04-03
127649,UNIONVILLE,ON,Canada,L3R6B8,43.855637,-79.301382,,1950-11-25
127846,North York,ON,Canada,M2L2C9,43.758893,-79.366729,,1977-03-04
128138,Brampton,ON,Canada,L7A2E7,43.684463,-79.824562,,1975-06-18
129849,North York,ON,Canada,M3C2H9,43.731571,-79.346593,,1952-08-30
130439,Toronto,ON,Canada,M6S3L5,43.654139,-79.481686,,1955-01-26
130741,Milton,ON,Canada,L9T5H9,43.503315,-79.883022,,1984-02-26
131084,Markham,ON,Canada,L6C1G9,43.88236913,-79.3407649,,1979-03-01
131152,MARKHAM,ON,Canada,L3S4A8,43.865181,-79.233039,,1973-02-20
131427,Scarborough,ON,Canada,M1P1T2,43.756865,-79.285142,,1954-10-13
131547,Toronto,ON,Canada,M1L1Y6,43.679553,-79.385921,,1970-11-27
132323,Mississauga,ON,Canada,L5R3N4,43.61006,-79.683833,,1982-08-13
132711,Mississauga,ON,Canada,L5W1Z1,43.633467,-79.731137,,1940-03-09
133760,Etobicoke,ON,Canada,M9B4J1,43.642166,-79.544544,,1960-04-04
134530,Scarborough,ON,Canada,M1W3A8,43.811256,-79.331508,,1974-04-27
136072,Pickering,ON,Canada,L1V6S3,43.817253,-79.149451,,1989-05-28
136164,Brampton,ON,Canada,L6Y4N9,43.645012,-79.749737,,1973-01-31
136234,Mississauga,ON,Canada,L5M5Y3,43.572821,-79.714249,,1988-08-05
136914,Markham,ON,Canada,L3R2B5,43.86281352,-79.29430654,,1958-08-18
137040,Markham,ON,Canada,L3P3W7,43.879968,-79.242024,,1993-02-08
137697,Toronto,ON,Canada,M6H3G1,43.665635,-79.435046,,1979-02-19
138055,Toronto,ON,Canada,M6P1V7,43.666623,-79.466277,,1972-09-25
138881,Mississauga,ON,Canada,L5V2G7,43.59091,-79.672988,,1930-09-04
139305,York,ON,Canada,M6N2S2,43.68427976,-79.48405329,,1993-05-11
139442,Etobicoke,ON,Canada,M9C3B4,43.650676,-79.574666,,1956-02-15
139812,ACTON,ON,Canada,L7J1M4,43.632656,-80.034955,,1983-05-06
140341,Etobicoke,ON,Canada,M8Z5G5,43.633398,-79.53182,,1986-09-20
140382,Mississauga,ON,Canada,L5N1N9,43.59106873,-79.75688566,,1988-04-11
140460,Toronto,ON,Canada,M4L3V2,43.673292,-79.300278,,1982-10-20
140498,Oakville,ON,Canada,L6H5S1,43.519817,-79.680801,,1988-06-19
140788,MARKHAM,ON,Canada,L3R7R7,43.871093,-79.345451,,1961-03-09
140891,North York,ON,Canada,M6L2N7,43.714756,-79.479125,,1898-10-02
142040,Pickering,ON,Canada,L1W2C1,43.80298,-79.126321,,1974-07-13
143320,Mississauga,ON,Canada,L4Y3E8,43.609821,-79.599661,,1988-04-11
143456,Brampton,ON,Canada,L6V2R1,43.698005,-79.766416,,1986-11-14
143462,Toronto,ON,Canada,M4E3K7,43.679545,-79.289032,,1964-09-11
